OrderID,CustomerID,TransactionDate,ProductID,ProductName,ProductCategory,AmountSpent,DiscountApplied,FinalAmount,PaymentMethod,Location,CustomerSignupDate,CustomerAge,Gender,IncomeGroup
O368355,1138,2024-04-30,P559,Product-P559,Beauty,822.76,1.3,821.46,Credit Card,Mumbai,2023-03-23,31,Other,Medium
O543814,1181,2024-02-25,P955,Product-P955,Grocery,316.61,52.13,264.48,Cash,Chennai,2023-11-03,44,Male,Low
O350021,1037,2024-01-29,P894,Product-P894,Clothing,117.11,8.35,108.76,Credit Card,Mumbai,2023-05-23,20,Male,Low
O725726,1213,2024-04-17,P754,Product-P754,Beauty,323.68,44.39,279.29,Credit Card,Hyderabad,2023-12-10,18,Other,Low
O550089,1171,2024-01-05,P747,Product-P747,Beauty,264.06,45.55,218.51,Debit Card,Bangalore,2023-11-24,61,Female,Low
O796643,1226,2024-01-01,P729,Product-P729,Clothing,565.78,40.83,524.95,UPI,Delhi,2023-10-11,22,Male,Medium
O631971,1229,2024-01-22,P636,Product-P636,Clothing,312.55,6.35,306.2,Cash,Chennai,2023-04-23,39,Other,Low
O766549,1190,2024-05-09,P667,Product-P667,Electronics,38.56,4.52,34.04,UPI,Mumbai,2023-05-04,54,Other,Medium
O461551,1048,2024-04-09,P482,Product-P482,Clothing,130.53,29.26,101.27,Net Banking,Mumbai,2023-05-16,43,Male,High
O146489,1061,2024-03-02,P850,Product-P850,Electronics,17.09,3.96,13.13,Net Banking,Delhi,2023-04-09,57,Other,Medium
O829168,1206,2024-03-31,P659,Product-P659,Clothing,434.95,106.15,328.8,Debit Card,Hyderabad,2023-08-05,19,Male,Medium
O138780,1192,2024-05-02,P746,Product-P746,Grocery,289.0,70.36,218.64,Credit Card,Hyderabad,2023-02-10,59,Female,Low
O425138,1039,2024-03-16,P306,Product-P306,Electronics,68.61,16.28,52.33,Credit Card,Bangalore,2023-04-21,24,Other,Low
O400009,1094,2024-05-11,P507,Product-P507,Beauty,83.03,11.79,71.24,Credit Card,Delhi,2023-05-19,18,Other,Low
O230521,1050,2024-04-01,P982,Product-P982,Electronics,279.42,72.58,206.84,Net Banking,Bangalore,2023-08-24,37,Male,High
O295892,1201,2024-04-04,P547,Product-P547,Home,150.79,33.63,117.16,UPI,Bangalore,2023-10-09,56,Male,Medium
O940064,1026,2024-05-07,P808,Product-P808,Home,74.48,8.21,66.27,Cash,Bangalore,2023-10-07,29,Other,Medium
O671971,1136,2024-01-22,P844,Product-P844,Home,129.78,3.07,126.71,Cash,Delhi,2023-03-20,22,Other,Low
O567576,1123,2024-03-16,P428,Product-P428,Electronics,107.99,2.59,105.4,Net Banking,Bangalore,2023-05-15,52,Female,Medium
O744718,1157,2024-04-19,P270,Product-P270,Home,556.47,58.69,497.78,Credit Card,Bangalore,2023-06-24,60,Male,Medium
O638009,1226,2024-04-21,P381,Product-P381,Electronics,371.31,8.36,362.95,UPI,Bangalore,2023-10-11,22,Male,Medium
O232361,1120,2024-02-10,P131,Product-P131,Grocery,182.16,46.38,135.78,UPI,Mumbai,2023-05-07,40,Male,Medium
O734487,1097,2024-01-18,P341,Product-P341,Clothing,33.79,3.67,30.12,Cash,Mumbai,2023-10-13,26,Female,High
O900152,1082,2024-02-09,P795,Product-P795,Home,65.6,18.67,46.93,Net Banking,Hyderabad,2023-12-26,33,Female,High
O781113,1106,2024-01-20,P687,Product-P687,Grocery,168.7,26.8,141.9,UPI,Bangalore,2023-05-18,52,Female,Low
O642895,1136,2024-03-12,P355,Product-P355,Electronics,797.66,6.2,791.46,Debit Card,Hyderabad,2023-03-20,22,Other,Low
O324993,1061,2024-04-09,P675,Product-P675,Electronics,397.83,31.24,366.59,Net Banking,Hyderabad,2023-04-09,57,Other,Medium
O574001,1143,2024-03-14,P810,Product-P810,Home,109.56,6.58,102.98,Debit Card,Mumbai,2023-07-17,32,Female,Medium
O844007,1042,2024-02-14,P830,Product-P830,Home,34.17,10.22,23.95,Net Banking,Bangalore,2023-02-17,56,Male,Medium
O846385,1158,2024-01-17,P663,Product-P663,Beauty,239.12,20.83,218.29,Net Banking,Delhi,2023-02-27,46,Male,Low
O930541,1111,2024-02-14,P912,Product-P912,Clothing,121.31,18.52,102.79,Credit Card,Delhi,2023-04-19,56,Female,High
O486831,1065,2024-02-05,P342,Product-P342,Home,137.53,1.08,136.45,Cash,Chennai,2023-12-05,59,Female,Low
O424314,1063,2024-04-29,P922,Product-P922,Beauty,158.84,6.18,152.66,Credit Card,Mumbai,2023-02-05,19,Female,Medium
O177333,1254,2024-04-11,P834,Product-P834,Home,67.25,10.61,56.64,UPI,Chennai,2023-04-08,28,Male,High
O234568,1142,2024-02-02,P424,Product-P424,Electronics,100.54,13.57,86.97,Cash,Bangalore,2023-02-02,32,Male,Low
O643269,1166,2024-02-16,P886,Product-P886,Grocery,65.84,8.55,57.29,Credit Card,Mumbai,2023-04-02,59,Other,Low
O644103,1209,2024-02-09,P411,Product-P411,Grocery,259.25,12.6,246.65,Debit Card,Bangalore,2023-12-20,40,Other,Medium
O231250,1122,2024-03-13,P966,Product-P966,Electronics,372.23,27.98,344.25,Cash,Bangalore,2023-10-03,54,Other,Medium
O708851,1078,2024-03-18,P729,Product-P729,Beauty,56.64,1.59,55.05,Debit Card,Chennai,2023-07-01,31,Other,High
O983456,1045,2024-02-09,P275,Product-P275,Beauty,94.49,20.43,74.06,Cash,Bangalore,2023-07-03,42,Male,Low
O782759,1028,2024-01-11,P945,Product-P945,Electronics,78.55,1.91,76.64,Cash,Bangalore,2023-04-23,61,Male,Low
O757629,1146,2024-02-23,P885,Product-P885,Beauty,60.76,7.59,53.17,Credit Card,Hyderabad,2023-08-28,30,Male,Medium
O575575,1223,2024-03-15,P757,Product-P757,Clothing,138.94,20.13,118.81,UPI,Bangalore,2023-06-23,34,Other,Low
O587002,1189,2024-01-19,P805,Product-P805,Electronics,169.53,8.04,161.49,UPI,Hyderabad,2023-01-30,26,Male,Low
O518084,1131,2024-02-22,P448,Product-P448,Beauty,175.72,7.57,168.15,Net Banking,Bangalore,2023-09-18,54,Female,Medium
O353480,1161,2024-02-03,P878,Product-P878,Clothing,27.38,4.23,23.15,Credit Card,Bangalore,2023-03-22,49,Other,Medium
O153063,1162,2024-04-29,P225,Product-P225,Clothing,503.86,67.96,435.9,Debit Card,Mumbai,2023-08-21,24,Other,Medium
O705748,1096,2024-03-15,P493,Product-P493,Beauty,278.32,34.91,243.41,Debit Card,Bangalore,2023-12-19,24,Other,High
O622987,1079,2024-03-21,P294,Product-P294,Grocery,144.52,21.6,122.92,Cash,Hyderabad,2023-04-18,40,Male,Medium
O579441,1211,2024-03-19,P609,Product-P609,Electronics,20.33,0.55,19.78,UPI,Chennai,2023-06-09,49,Male,Medium
O618934,1203,2024-03-02,P320,Product-P320,Beauty,405.34,42.91,362.43,Credit Card,Bangalore,2023-05-16,20,Male,Medium
O240440,1181,2024-04-30,P392,Product-P392,Beauty,14.98,0.04,14.94,Credit Card,Hyderabad,2023-11-03,44,Male,Low
O520040,1178,2024-03-08,P844,Product-P844,Clothing,339.28,77.75,261.53,Net Banking,Mumbai,2023-10-04,56,Female,Low
O177103,1037,2024-01-14,P683,Product-P683,Beauty,64.03,3.74,60.29,Cash,Bangalore,2023-05-23,20,Male,Low
O813449,1176,2024-04-08,P616,Product-P616,Home,296.82,68.07,228.75,Net Banking,Chennai,2023-07-11,45,Other,Low
O483366,1016,2024-01-31,P231,Product-P231,Electronics,214.95,25.4,189.55,Net Banking,Chennai,2023-02-17,20,Female,High
O147504,1178,2024-02-06,P303,Product-P303,Beauty,278.08,42.47,235.61,Cash,Mumbai,2023-10-04,56,Female,Low
O256175,1276,2024-01-10,P240,Product-P240,Clothing,639.01,154.12,484.89,Cash,Hyderabad,2023-08-18,20,Female,Medium
O512042,1091,2024-05-11,P243,Product-P243,Clothing,116.42,32.53,83.89,Net Banking,Delhi,2023-03-25,46,Male,High
O613641,1032,2024-03-17,P707,Product-P707,Clothing,252.62,38.45,214.17,Cash,Chennai,2023-01-04,45,Male,High
O712056,1202,2024-03-17,P586,Product-P586,Electronics,108.03,11.94,96.09,Credit Card,Hyderabad,2023-03-26,19,Male,Medium
O705693,1145,2024-03-19,P915,Product-P915,Electronics,228.26,40.88,187.38,Net Banking,Chennai,2023-11-02,59,Other,Medium
O759580,1069,2024-02-28,P838,Product-P838,Electronics,303.38,53.11,250.27,Debit Card,Chennai,2023-04-30,43,Other,Medium
O119857,1186,2024-04-07,P251,Product-P251,Grocery,360.84,3.42,357.42,Credit Card,Delhi,2023-07-05,23,Male,Medium
O626195,1066,2024-04-22,P421,Product-P421,Home,75.32,3.42,71.9,Debit Card,Hyderabad,2023-04-27,21,Other,Low
O688132,1084,2024-04-30,P993,Product-P993,Electronics,204.07,43.21,160.86,Cash,Delhi,2023-11-28,35,Female,Low
O581992,1088,2024-03-24,P778,Product-P778,Home,67.85,10.7,57.15,Net Banking,Delhi,2023-03-29,42,Other,Medium
O607699,1249,2024-03-28,P659,Product-P659,Clothing,23.89,4.84,19.05,Net Banking,Chennai,2023-10-23,57,Male,Low
O908634,1065,2024-02-19,P352,Product-P352,Clothing,407.56,68.24,339.32,Debit Card,Bangalore,2023-12-05,59,Female,Low
O603110,1134,2024-03-14,P821,Product-P821,Grocery,121.49,25.16,96.33,UPI,Bangalore,2023-01-25,20,Male,Medium
O498138,1063,2024-03-30,P673,Product-P673,Clothing,95.87,8.28,87.59,Cash,Chennai,2023-02-05,19,Female,Medium
O144109,1220,2024-04-11,P938,Product-P938,Clothing,5.27,1.51,3.76,Debit Card,Bangalore,2023-05-07,49,Other,Medium
O883641,1112,2024-03-14,P831,Product-P831,Electronics,98.53,10.24,88.29,UPI,Bangalore,2023-12-02,58,Male,Medium
O829988,1294,2024-05-02,P319,Product-P319,Grocery,429.32,106.64,322.68,Net Banking,Chennai,2023-07-28,35,Male,High
O354235,1071,2024-03-10,P240,Product-P240,Electronics,14.17,2.62,11.55,Cash,Delhi,2023-07-14,51,Female,Low
O205065,1126,2024-01-13,P785,Product-P785,Beauty,8.38,0.57,7.81,Debit Card,Mumbai,2023-10-26,39,Other,Medium
O677086,1121,2024-04-15,P438,Product-P438,Home,6.04,0.18,5.86,Debit Card,Mumbai,2023-10-15,41,Male,Low
O436768,1135,2024-02-10,P516,Product-P516,Home,658.63,94.34,564.29,Debit Card,Bangalore,2023-02-26,18,Other,Low
O343500,1122,2024-03-14,P761,Product-P761,Electronics,105.51,28.74,76.77,Credit Card,Chennai,2023-10-03,54,Other,Medium
O976822,1296,2024-01-10,P279,Product-P279,Home,12.72,3.37,9.35,Debit Card,Mumbai,2023-09-04,52,Male,High
O109717,1057,2024-04-11,P906,Product-P906,Home,361.57,20.21,341.36,Net Banking,Mumbai,2023-11-18,52,Female,High
O576419,1038,2024-03-17,P681,Product-P681,Beauty,580.58,18.69,561.89,Net Banking,Bangalore,2023-03-21,54,Female,Low
O302177,1164,2024-05-14,P605,Product-P605,Grocery,400.01,102.13,297.88,UPI,Bangalore,2023-05-15,45,Female,Low
O114768,1023,2024-01-29,P438,Product-P438,Grocery,346.93,76.09,270.84,Net Banking,Delhi,2023-04-12,19,Male,High
O740632,1130,2024-03-27,P909,Product-P909,Clothing,402.18,68.51,333.67,Debit Card,Delhi,2023-03-12,52,Female,High
O801765,1278,2024-04-13,P946,Product-P946,Home,56.98,8.81,48.17,Credit Card,Hyderabad,2023-08-05,41,Other,Medium
O373453,1067,2024-01-25,P289,Product-P289,Grocery,117.42,16.82,100.6,Debit Card,Mumbai,2023-05-29,46,Female,High
O710754,1069,2024-04-08,P341,Product-P341,Home,41.85,9.46,32.39,Net Banking,Bangalore,2023-04-30,43,Other,Medium
O588002,1123,2024-01-03,P367,Product-P367,Clothing,998.49,207.52,790.97,Credit Card,Mumbai,2023-05-15,52,Female,Medium
O769737,1234,2024-03-19,P263,Product-P263,Home,355.29,73.13,282.16,Net Banking,Mumbai,2023-01-31,23,Female,Low
O260626,1085,2024-03-16,P476,Product-P476,Beauty,126.35,8.37,117.98,Debit Card,Hyderabad,2023-02-06,64,Male,High
O894139,1163,2024-04-26,P865,Product-P865,Beauty,260.55,29.2,231.35,Cash,Hyderabad,2023-01-02,39,Male,Medium
O651033,1281,2024-02-25,P880,Product-P880,Grocery,124.56,25.42,99.14,Cash,Mumbai,2023-08-25,28,Male,Medium
O164758,1236,2024-04-24,P640,Product-P640,Clothing,248.27,5.82,242.45,Cash,Mumbai,2023-02-04,46,Female,Medium
O995993,1029,2024-05-09,P307,Product-P307,Beauty,44.52,7.17,37.35,Debit Card,Bangalore,2023-08-18,42,Male,Medium
O195359,1276,2024-05-13,P552,Product-P552,Electronics,188.68,38.51,150.17,Cash,Hyderabad,2023-08-18,20,Female,Medium
O578987,1156,2024-05-10,P556,Product-P556,Electronics,4.74,0.64,4.1,Cash,Hyderabad,2023-11-25,32,Male,High
O515182,1123,2024-01-15,P672,Product-P672,Home,66.68,13.46,53.22,Net Banking,Mumbai,2023-05-15,52,Female,Medium
O147489,1212,2024-03-06,P936,Product-P936,Electronics,245.66,54.96,190.7,Cash,Mumbai,2023-07-24,50,Male,Medium
O595002,1225,2024-04-18,P452,Product-P452,Electronics,103.11,16.74,86.37,Credit Card,Mumbai,2023-10-29,41,Female,Medium
O492650,1022,2024-01-09,P393,Product-P393,Home,49.14,2.65,46.49,Debit Card,Hyderabad,2023-10-15,55,Female,Medium
O785280,1114,2024-04-07,P559,Product-P559,Home,229.34,25.85,203.49,Cash,Delhi,2023-07-22,24,Female,High
O233533,1042,2024-03-30,P221,Product-P221,Grocery,16.14,4.81,11.33,UPI,Chennai,2023-02-17,56,Male,Medium
O806215,1220,2024-02-27,P954,Product-P954,Electronics,331.99,75.31,256.68,Net Banking,Hyderabad,2023-05-07,49,Other,Medium
O462974,1096,2024-04-18,P644,Product-P644,Home,2.06,0.51,1.55,Debit Card,Hyderabad,2023-12-19,24,Other,High
O948799,1273,2024-02-09,P382,Product-P382,Grocery,216.54,60.9,155.64,Credit Card,Mumbai,2023-04-09,52,Male,Low
O722795,1076,2024-04-17,P729,Product-P729,Electronics,101.3,7.31,93.99,Credit Card,Mumbai,2023-03-25,32,Other,Low
O876513,1267,2024-01-09,P557,Product-P557,Beauty,376.57,75.92,300.65,Credit Card,Delhi,2023-02-20,29,Other,Medium
O246942,1122,2024-01-12,P511,Product-P511,Home,1307.31,91.91,1215.4,Debit Card,Mumbai,2023-10-03,54,Other,Medium
O705526,1289,2024-05-08,P396,Product-P396,Grocery,67.83,16.6,51.23,Cash,Bangalore,2023-10-04,52,Female,Medium
O533649,1298,2024-03-23,P342,Product-P342,Clothing,289.31,76.05,213.26,Cash,Delhi,2023-07-25,58,Other,Medium
O756401,1053,2024-03-17,P381,Product-P381,Electronics,354.5,59.21,295.29,Cash,Delhi,2023-07-13,24,Male,Medium
O923975,1019,2024-04-19,P669,Product-P669,Home,82.92,1.17,81.75,Net Banking,Hyderabad,2023-09-16,41,Female,Low
O292811,1145,2024-05-14,P426,Product-P426,Home,94.21,11.54,82.67,Net Banking,Hyderabad,2023-11-02,59,Other,Medium
O160423,1266,2024-05-01,P346,Product-P346,Grocery,188.11,16.97,171.14,Debit Card,Hyderabad,2023-11-27,18,Male,Low
O367382,1067,2024-04-15,P526,Product-P526,Beauty,20.54,3.27,17.27,UPI,Delhi,2023-05-29,46,Female,High
O661654,1023,2024-02-22,P438,Product-P438,Electronics,56.66,15.68,40.98,Net Banking,Mumbai,2023-04-12,19,Male,High
O141468,1271,2024-02-18,P152,Product-P152,Clothing,1.89,0.21,1.68,Cash,Chennai,2023-02-25,26,Female,Medium
O602681,1255,2024-01-19,P292,Product-P292,Beauty,182.03,39.55,142.48,Cash,Delhi,2023-02-18,45,Other,Low
O299254,1145,2024-02-23,P990,Product-P990,Clothing,395.62,35.98,359.64,Credit Card,Delhi,2023-11-02,59,Other,Medium
O515898,1021,2024-01-31,P864,Product-P864,Home,415.72,114.05,301.67,Cash,Delhi,2023-01-14,47,Other,Medium
O659572,1204,2024-03-02,P665,Product-P665,Clothing,297.27,69.16,228.11,UPI,Hyderabad,2023-09-28,54,Other,Medium
O203398,1163,2024-04-01,P415,Product-P415,Clothing,157.87,17.03,140.84,UPI,Hyderabad,2023-01-02,39,Male,Medium
O534037,1294,2024-04-30,P879,Product-P879,Clothing,439.78,120.63,319.15,Net Banking,Bangalore,2023-07-28,35,Male,High
O680189,1005,2024-01-12,P676,Product-P676,Grocery,109.34,24.31,85.03,Credit Card,Bangalore,2023-05-06,25,Other,Medium
O697467,1077,2024-04-16,P402,Product-P402,Grocery,51.07,3.01,48.06,Debit Card,Hyderabad,2023-07-09,25,Female,High
O900441,1096,2024-03-03,P611,Product-P611,Beauty,91.83,18.03,73.8,Net Banking,Bangalore,2023-12-19,24,Other,High
O246757,1037,2024-05-05,P840,Product-P840,Home,570.19,78.83,491.36,Net Banking,Delhi,2023-05-23,20,Male,Low
O135466,1049,2024-05-05,P288,Product-P288,Beauty,126.99,37.73,89.26,Credit Card,Chennai,2023-01-23,19,Other,Low
O983472,1188,2024-01-20,P937,Product-P937,Electronics,29.78,6.83,22.95,UPI,Delhi,2023-05-03,44,Female,Medium
O491329,1100,2024-02-29,P169,Product-P169,Grocery,309.67,0.85,308.82,Cash,Hyderabad,2023-06-16,61,Other,Medium
O106933,1068,2024-01-16,P732,Product-P732,Beauty,21.85,5.98,15.87,UPI,Mumbai,2023-02-10,35,Other,High
O400614,1216,2024-04-15,P112,Product-P112,Electronics,121.9,19.36,102.54,Net Banking,Chennai,2023-08-13,61,Other,Low
O200992,1082,2024-01-05,P614,Product-P614,Home,75.66,18.3,57.36,Debit Card,Mumbai,2023-12-26,33,Female,High
O954814,1163,2024-05-14,P252,Product-P252,Grocery,18.76,1.08,17.68,Cash,Bangalore,2023-01-02,39,Male,Medium
O692447,1185,2024-03-31,P373,Product-P373,Home,447.13,10.6,436.53,UPI,Hyderabad,2023-02-27,56,Other,Low
O198042,1086,2024-03-03,P813,Product-P813,Grocery,13.84,1.25,12.59,Credit Card,Mumbai,2023-11-08,41,Male,High
O836986,1213,2024-04-13,P488,Product-P488,Home,587.93,97.48,490.45,Credit Card,Mumbai,2023-12-10,18,Other,Low
O999636,1226,2024-02-13,P184,Product-P184,Home,238.78,60.55,178.23,Net Banking,Chennai,2023-10-11,22,Male,Medium
O384263,1111,2024-01-25,P640,Product-P640,Electronics,181.42,12.51,168.91,Cash,Hyderabad,2023-04-19,56,Female,High
O288066,1274,2024-01-12,P176,Product-P176,Clothing,122.2,32.97,89.23,Cash,Mumbai,2023-04-08,36,Female,Medium
O413814,1089,2024-03-21,P116,Product-P116,Grocery,7.43,1.31,6.12,UPI,Mumbai,2023-10-01,62,Male,Medium
O447843,1210,2024-02-11,P677,Product-P677,Grocery,0.19,0.03,0.16,UPI,Chennai,2023-04-13,54,Male,High
O881667,1183,2024-04-08,P873,Product-P873,Grocery,48.3,11.45,36.85,Credit Card,Chennai,2023-09-08,58,Female,Low
O734565,1268,2024-03-29,P154,Product-P154,Electronics,39.9,5.23,34.67,Credit Card,Bangalore,2023-02-01,22,Male,Low
O614435,1034,2024-04-11,P892,Product-P892,Clothing,1236.67,10.99,1225.68,Net Banking,Hyderabad,2023-12-24,32,Female,Medium
O812711,1110,2024-02-28,P464,Product-P464,Beauty,56.75,16.02,40.73,UPI,Delhi,2023-06-11,59,Female,High
O186023,1173,2024-04-07,P187,Product-P187,Beauty,289.5,25.65,263.85,Debit Card,Mumbai,2023-11-08,37,Male,High
O432061,1018,2024-03-09,P257,Product-P257,Home,123.5,26.37,97.13,Debit Card,Hyderabad,2023-04-30,19,Other,Low
O477400,1031,2024-04-02,P209,Product-P209,Electronics,424.37,0.66,423.71,Net Banking,Hyderabad,2023-05-23,59,Other,Medium
O684041,1107,2024-03-10,P204,Product-P204,Grocery,158.65,4.15,154.5,UPI,Hyderabad,2023-02-03,52,Male,Low
O197584,1251,2024-05-11,P517,Product-P517,Electronics,6.43,0.05,6.38,Net Banking,Chennai,2023-05-05,35,Male,Low
O917018,1158,2024-03-24,P984,Product-P984,Home,284.11,1.05,283.06,UPI,Hyderabad,2023-02-27,46,Male,Low
O646417,1059,2024-01-22,P842,Product-P842,Beauty,67.62,18.36,49.26,Debit Card,Chennai,2023-07-05,34,Female,Medium
O381444,1193,2024-02-13,P801,Product-P801,Home,40.5,2.06,38.44,Net Banking,Bangalore,2023-02-13,61,Female,High
O414313,1049,2024-05-06,P249,Product-P249,Electronics,100.91,5.06,95.85,Net Banking,Hyderabad,2023-01-23,19,Other,Low
O722651,1025,2024-05-03,P901,Product-P901,Electronics,45.37,4.92,40.45,Debit Card,Hyderabad,2023-12-26,50,Male,High
O448354,1138,2024-02-20,P568,Product-P568,Electronics,56.66,2.3,54.36,Credit Card,Hyderabad,2023-03-23,31,Other,Medium
O242736,1153,2024-04-07,P923,Product-P923,Clothing,85.33,11.27,74.06,UPI,Chennai,2023-12-16,40,Female,High
O429445,1097,2024-03-17,P428,Product-P428,Beauty,45.18,12.84,32.34,Debit Card,Hyderabad,2023-10-13,26,Female,High
O919959,1026,2024-02-15,P507,Product-P507,Clothing,96.31,8.42,87.89,UPI,Chennai,2023-10-07,29,Other,Medium
O219420,1252,2024-03-03,P433,Product-P433,Home,504.94,42.46,462.48,UPI,Bangalore,2023-08-31,57,Female,Medium
O862538,1209,2024-02-21,P706,Product-P706,Beauty,1288.25,69.54,1218.71,Cash,Mumbai,2023-12-20,40,Other,Medium
O958747,1035,2024-04-28,P825,Product-P825,Grocery,309.01,40.65,268.36,Net Banking,Mumbai,2023-08-05,64,Male,Low
O364955,1093,2024-04-14,P789,Product-P789,Home,16.99,0.71,16.28,Net Banking,Delhi,2023-07-14,62,Female,Low
O726979,1192,2024-02-09,P832,Product-P832,Home,453.27,107.3,345.97,Credit Card,Hyderabad,2023-02-10,59,Female,Low
O138551,1295,2024-05-02,P696,Product-P696,Home,303.75,48.69,255.06,UPI,Chennai,2023-09-06,19,Other,High
O906306,1141,2024-04-02,P818,Product-P818,Beauty,135.98,24.22,111.76,Credit Card,Mumbai,2023-11-02,26,Female,Low
O690579,1053,2024-03-04,P773,Product-P773,Clothing,96.56,4.82,91.74,Cash,Mumbai,2023-07-13,24,Male,Medium
O111060,1169,2024-04-12,P870,Product-P870,Clothing,330.27,95.68,234.59,UPI,Mumbai,2023-11-17,45,Other,Low
O708717,1114,2024-01-26,P364,Product-P364,Grocery,474.8,72.74,402.06,Cash,Chennai,2023-07-22,24,Female,High
O258067,1232,2024-02-26,P556,Product-P556,Clothing,250.52,29.4,221.12,Cash,Chennai,2023-12-29,50,Female,Medium
O221707,1011,2024-03-29,P125,Product-P125,Home,132.67,4.16,128.51,UPI,Mumbai,2023-02-14,28,Other,Medium
O606384,1258,2024-02-06,P456,Product-P456,Clothing,235.15,24.2,210.95,Debit Card,Chennai,2023-08-09,48,Female,High
O170437,1032,2024-03-30,P587,Product-P587,Electronics,0.49,0.06,0.43,UPI,Bangalore,2023-01-04,45,Male,High
O810032,1231,2024-03-17,P145,Product-P145,Electronics,603.96,4.09,599.87,Net Banking,Mumbai,2023-02-06,33,Male,Medium
O447067,1038,2024-02-12,P858,Product-P858,Grocery,506.33,78.38,427.95,Cash,Delhi,2023-03-21,54,Female,Low
O771590,1030,2024-04-19,P573,Product-P573,Grocery,134.76,32.25,102.51,Debit Card,Delhi,2023-10-29,44,Other,Medium
O720970,1048,2024-04-20,P505,Product-P505,Electronics,527.38,116.67,410.71,Debit Card,Hyderabad,2023-05-16,43,Male,High
O888870,1269,2024-04-19,P498,Product-P498,Electronics,91.48,19.34,72.14,Debit Card,Bangalore,2023-07-26,54,Other,Medium
O483561,1223,2024-01-17,P691,Product-P691,Electronics,151.04,36.23,114.81,Cash,Delhi,2023-06-23,34,Other,Low
O770153,1094,2024-03-24,P301,Product-P301,Home,191.68,6.55,185.13,UPI,Chennai,2023-05-19,18,Other,Low
O464825,1158,2024-03-21,P711,Product-P711,Home,441.6,80.99,360.61,Cash,Mumbai,2023-02-27,46,Male,Low
O718836,1028,2024-03-31,P965,Product-P965,Home,137.93,25.55,112.38,Net Banking,Chennai,2023-04-23,61,Male,Low
O222629,1013,2024-01-22,P788,Product-P788,Grocery,391.7,36.8,354.9,Debit Card,Bangalore,2023-08-05,53,Female,Low
O244564,1034,2024-02-16,P482,Product-P482,Grocery,14.57,2.23,12.34,UPI,Chennai,2023-12-24,32,Female,Medium
O681868,1167,2024-04-08,P533,Product-P533,Grocery,185.32,27.06,158.26,Cash,Delhi,2023-09-17,62,Other,Low
O749498,1298,2024-02-12,P601,Product-P601,Clothing,267.56,11.26,256.3,Net Banking,Hyderabad,2023-07-25,58,Other,Medium
O304607,1190,2024-01-14,P986,Product-P986,Clothing,229.75,65.61,164.14,UPI,Delhi,2023-05-04,54,Other,Medium
O535820,1227,2024-04-08,P675,Product-P675,Beauty,45.67,8.95,36.72,UPI,Hyderabad,2023-04-28,51,Other,Medium
O406278,1299,2024-04-23,P600,Product-P600,Grocery,141.11,3.5,137.61,Credit Card,Delhi,2023-01-31,53,Male,High
O693127,1159,2024-01-09,P381,Product-P381,Grocery,50.5,8.14,42.36,Debit Card,Hyderabad,2023-05-31,53,Male,Medium
O912764,1135,2024-05-06,P662,Product-P662,Beauty,4.79,0.16,4.63,Credit Card,Bangalore,2023-02-26,18,Other,Low
O329157,1235,2024-04-03,P655,Product-P655,Electronics,112.4,25.63,86.77,UPI,Chennai,2023-04-28,33,Female,Low
O375581,1161,2024-04-18,P204,Product-P204,Grocery,40.64,3.63,37.01,Credit Card,Hyderabad,2023-03-22,49,Other,Medium
O320073,1288,2024-03-30,P982,Product-P982,Electronics,215.03,28.32,186.71,Credit Card,Delhi,2023-11-30,42,Other,Medium
O245998,1105,2024-03-30,P981,Product-P981,Beauty,224.58,42.63,181.95,Debit Card,Chennai,2023-07-25,25,Other,Medium
O658136,1002,2024-02-22,P933,Product-P933,Grocery,144.73,34.97,109.76,Cash,Bangalore,2023-02-27,46,Female,Medium
O700556,1065,2024-03-12,P711,Product-P711,Beauty,33.77,1.71,32.06,Net Banking,Bangalore,2023-12-05,59,Female,Low
O886530,1260,2024-03-09,P978,Product-P978,Beauty,97.83,28.92,68.91,Credit Card,Delhi,2023-08-05,59,Other,Low
O361805,1079,2024-04-15,P160,Product-P160,Clothing,889.61,231.4,658.21,Debit Card,Delhi,2023-04-18,40,Male,Medium
O249077,1185,2024-02-07,P828,Product-P828,Clothing,245.2,60.94,184.26,UPI,Hyderabad,2023-02-27,56,Other,Low
O522419,1266,2024-03-09,P742,Product-P742,Home,150.89,16.98,133.91,Credit Card,Mumbai,2023-11-27,18,Male,Low
O611751,1096,2024-05-11,P867,Product-P867,Clothing,21.92,4.57,17.35,Net Banking,Hyderabad,2023-12-19,24,Other,High
O765678,1145,2024-03-24,P695,Product-P695,Electronics,256.63,66.9,189.73,Credit Card,Hyderabad,2023-11-02,59,Other,Medium
O550513,1168,2024-04-01,P970,Product-P970,Electronics,57.86,13.81,44.05,UPI,Delhi,2023-02-24,23,Female,Low
O673896,1157,2024-02-24,P606,Product-P606,Clothing,88.41,8.56,79.85,Net Banking,Bangalore,2023-06-24,60,Male,Medium
O204411,1045,2024-02-03,P679,Product-P679,Home,1308.89,309.54,999.35,Credit Card,Mumbai,2023-07-03,42,Male,Low
O578693,1091,2024-04-27,P116,Product-P116,Electronics,159.31,44.42,114.89,Debit Card,Hyderabad,2023-03-25,46,Male,High
O266699,1070,2024-01-01,P538,Product-P538,Grocery,513.93,153.52,360.41,Debit Card,Bangalore,2023-02-21,61,Female,Medium
